기준_년분기_코드,행정동_코드,행정동_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
20232,11215740,중곡1동,74,2,,,,10,1,,,,,,1,,,,,,,19
20232,11260540,면목4동,61,2,,,,5,1,1,1,,,,,,,,,,1,15
20232,11260680,신내1동,160,3,2,1,,13,2,2,,,,,,,,,,,1,53
20232,11320681,쌍문4동,64,1,,,,4,5,2,2,3,,,,,,,,,,23
20232,11380580,응암1동,133,5,5,,1,20,1,1,1,1,,,,,,,,,,27
20232,11380590,응암2동,91,3,1,,1,10,2,1,,,,,,,,,,,,37
20232,11380690,진관동,242,6,6,,,22,6,6,2,4,,,,1,,,,,1,81
20232,11410620,홍제1동,135,3,2,,,10,2,2,,,1,,,,1,,,,1,40
20232,11410655,홍제2동,56,1,,,,6,3,,,,,,,,1,,,,,15
20232,11410690,남가좌1동,94,2,3,,1,9,,1,,,,,1,,1,,,,1,20
20232,11410700,남가좌2동,117,4,4,,,12,4,1,1,,8,,,,,,,,,24
20232,11440585,도화동,144,4,7,,,15,2,1,,,,,,1,1,,,,1,38
20232,11470520,목2동,97,3,2,,1,13,3,1,,,,,,,1,,,,1,18
20232,11320660,쌍문1동,126,6,1,,1,4,1,3,,1,17,,,,,,,,,54
20232,11320670,쌍문2동,87,3,1,,1,10,1,1,1,,,,,,2,,,,,19
20232,11500604,가양2동,75,4,3,,,7,3,1,1,1,,,,,,,,,1,14
