기준_년분기_코드,행정동_코드,행정동_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
20233,11440590,용강동,90,7,6,,1,10,2,1,,,,,,,,,,,1,24
20231,11440600,대흥동,209,5,5,,,18,,3,1,1,27,,,,3,,,,3,38
20232,11440600,대흥동,209,5,5,,,18,,3,1,1,27,,,,3,,,,3,38
20233,11440600,대흥동,209,5,5,,,18,,3,1,1,27,,,,3,,,,3,38
20231,11440610,염리동,52,3,1,,,3,1,1,2,3,,,,,2,,,,,10
20232,11440610,염리동,52,3,1,,,3,1,1,2,3,,,,,2,,,,,10
20233,11440610,염리동,52,3,1,,,3,1,1,2,3,,,,,2,,,,,10
20231,11440630,신수동,76,4,1,,1,5,1,1,1,1,,,,,,,,,,24
20232,11440630,신수동,76,4,1,,1,5,1,1,1,1,,,,,,,,,,24
20233,11440630,신수동,76,4,1,,1,5,1,1,1,1,,,,,,,,,,24
20231,11440655,서강동,156,6,4,,,7,1,1,,,20,,,,,,,,2,64
20232,11440655,서강동,156,6,4,,,7,1,1,,,20,,,,,,,,2,64
20233,11440655,서강동,156,6,4,,,7,1,1,,,20,,,,,,,,2,64
20231,11440660,서교동,358,13,22,,,31,1,1,,,2,,,5,3,,,,7,88
20232,11440660,서교동,358,13,22,,,31,1,1,,,2,,,5,3,,,,7,88
20233,11440660,서교동,358,13,22,,,31,1,1,,,2,,,5,3,,,,7,88
20231,11440680,합정동,109,4,3,,,10,1,1,1,,,,,,,,,,,32
20232,11440680,합정동,109,4,3,,,10,1,1,1,,,,,,,,,,,32
20233,11440680,합정동,109,4,3,,,10,1,1,1,,,,,,,,,,,32
20232,11440690,망원1동,95,2,2,,,11,,,,,,,,,1,,,,,23
20233,11440690,망원1동,95,2,2,,,11,,,,,,,,,1,,,,,23
20231,11470650,신정4동,161,3,8,1,1,16,3,2,,2,,,,,,,,,1,18
20232,11470650,신정4동,161,3,8,1,1,16,3,2,,2,,,,,,,,,1,18
20233,11470650,신정4동,161,3,8,1,1,16,3,2,,2,,,,,,,,,1,18
20231,11470670,신정6동,72,7,6,,,2,2,,1,1,,,,,,,,,,31
20232,11470670,신정6동,72,7,6,,,2,2,,1,1,,,,,,,,,,31
20233,11470670,신정6동,72,7,6,,,2,2,,1,1,,,,,,,,,,31
20231,11470680,신정7동,107,3,2,,,8,3,3,1,1,,,,,,,,,1,30
20232,11470680,신정7동,107,3,2,,,8,3,3,1,1,,,,,,,,,1,30
20233,11470680,신정7동,107,3,2,,,8,3,3,1,1,,,,,,,,,1,30
20231,11500510,염창동,147,5,3,,1,15,,2,2,,,,,,,,,,2,35
20232,11500510,염창동,147,5,3,,1,15,,2,2,,,,,,,,,,2,35
20233,11500510,염창동,147,5,3,,1,15,,2,2,,,,,,,,,,2,35
20231,11500520,등촌1동,95,1,5,,1,10,,1,,,,,,1,,,,,,20
20232,11500520,등촌1동,95,1,5,,1,10,,1,,,,,,1,,,,,,20
20233,11500520,등촌1동,95,1,5,,1,10,,1,,,,,,1,,,,,,20
20231,11650600,방배1동,102,3,4,,1,10,,1,,,3,,1,,,,,,1,19
20232,11650600,방배1동,102,3,4,,1,10,,1,,,3,,1,,,,,,1,19
20233,11650600,방배1동,102,3,4,,1,10,,1,,,3,,1,,,,,,1,19
20231,11650610,방배2동,114,4,2,,,3,,1,1,1,,,1,,1,,,,1,37
20232,11650610,방배2동,114,4,2,,,3,,1,1,1,,,1,,1,,,,1,37
20233,11650610,방배2동,114,4,2,,,3,,1,1,1,,,1,,1,,,,1,37
20231,11650620,방배3동,112,4,3,,2,6,,2,,1,7,,,,,,,,,50
20232,11650620,방배3동,112,4,3,,2,6,,2,,1,7,,,,,,,,,50
20233,11650620,방배3동,112,4,3,,2,6,,2,,1,7,,,,,,,,,50
20231,11650621,방배4동,156,3,10,,,11,,1,,1,4,,,,1,,,,1,31
20232,11650621,방배4동,156,3,10,,,11,,1,,1,4,,,,1,,,,1,31
20233,11650621,방배4동,156,3,10,,,11,,1,,1,4,,,,1,,,,1,31
20231,11650651,양재1동,263,12,11,,1,20,3,4,1,,1,,,,,,,,2,86
20232,11650651,양재1동,263,12,11,,1,20,3,4,1,,1,,,,,,,,2,86
20233,11650651,양재1동,263,12,11,,1,20,3,4,1,,1,,,,,,,,2,86
20231,11650652,양재2동,147,2,16,,,11,,1,2,1,,,1,,,,,,1,57
20232,11650652,양재2동,147,2,16,,,11,,1,2,1,,,1,,,,,,1,57
20233,11650652,양재2동,147,2,16,,,11,,1,2,1,,,1,,,,,,1,57
20231,11650660,내곡동,161,5,1,,1,2,2,1,,,3,,1,,,,,,1,85
20232,11650660,내곡동,161,5,1,,1,2,2,1,,,3,,1,,,,,,1,85
20233,11650660,내곡동,161,5,1,,1,2,2,1,,,3,,1,,,,,,1,85
20231,11680510,신사동,260,3,14,,,36,2,1,1,2,,1,,1,,,,,1,12
20232,11680510,신사동,260,3,14,,,36,2,1,1,2,,1,,1,,,,,1,12
20233,11680510,신사동,260,3,14,,,36,2,1,1,2,,1,,1,,,,,1,12
20231,11530770,오류1동,122,5,4,,,11,3,1,,,,,,,,,,,1,22
20232,11530770,오류1동,122,5,4,,,11,3,1,,,,,,,,,,,1,22
20233,11530770,오류1동,122,5,4,,,11,3,1,,,,,,,,,,,1,22
20231,11530780,오류2동,209,3,1,,1,9,6,3,2,1,,,,,,,,,1,86
20232,11530780,오류2동,209,3,1,,1,9,6,3,2,1,,,,,,,,,1,86
20233,11530780,오류2동,209,3,1,,1,9,6,3,2,1,,,,,,,,,1,86
20231,11530790,수궁동,154,3,1,,,5,2,1,1,6,,,1,,,,,,3,69
20232,11530790,수궁동,154,3,1,,,5,2,1,1,6,,,1,,,,,,3,69
20233,11530790,수궁동,154,3,1,,,5,2,1,1,6,,,1,,,,,,3,69
20231,11530800,항동,64,1,,,,2,1,1,,,10,,,,,,,,,37
20232,11530800,항동,64,1,,,,2,1,1,,,10,,,,,,,,,37
20233,11530800,항동,64,1,,,,2,1,1,,,10,,,,,,,,,37
20231,11545510,가산동,304,10,25,,1,21,2,,,,,,,1,17,,,,3,111
20232,11545510,가산동,304,10,25,,1,21,2,,,,,,,1,17,,,,3,111
20233,11545510,가산동,304,10,25,,1,21,2,,,,,,,1,17,,,,3,111
20231,11545610,독산1동,217,3,6,,2,17,2,4,3,,,,,1,3,,,,,74
20232,11545610,독산1동,217,3,6,,2,17,2,4,3,,,,,1,3,,,,,74
20233,11545610,독산1동,217,3,6,,2,17,2,4,3,,,,,1,3,,,,,74
20231,11545620,독산2동,73,2,1,,,8,,2,,,1,,,,,,,,,11
20232,11545620,독산2동,73,2,1,,,8,,2,,,1,,,,,,,,,11
20233,11545620,독산2동,73,2,1,,,8,,2,,,1,,,,,,,,,11
20231,11545630,독산3동,119,4,4,,,14,2,2,2,1,,,1,,,,,,,29
20232,11545630,독산3동,119,4,4,,,14,2,2,2,1,,,1,,,,,,,29
20233,11545630,독산3동,119,4,4,,,14,2,2,2,1,,,1,,,,,,,29
20231,11545640,독산4동,64,5,2,,1,4,,1,,,,,,,,,,,,16
20232,11545640,독산4동,64,5,2,,1,4,,1,,,,,,,,,,,,16
20233,11545640,독산4동,64,5,2,,1,4,,1,,,,,,,,,,,,16
20231,11545670,시흥1동,223,9,7,1,2,25,2,3,1,1,,,,,3,,,,1,52
20232,11545670,시흥1동,223,9,7,1,2,25,2,3,1,1,,,,,3,,,,1,52
20233,11545670,시흥1동,223,9,7,1,2,25,2,3,1,1,,,,,3,,,,1,52
20231,11545680,시흥2동,76,2,,,,3,2,3,1,2,,,,,,,,,,30
20232,11545680,시흥2동,76,2,,,,3,2,3,1,2,,,,,,,,,,30
20233,11545680,시흥2동,76,2,,,,3,2,3,1,2,,,,,,,,,,30
20231,11545690,시흥3동,66,3,3,,,5,,1,1,1,,,,,1,,,,,21
20232,11545690,시흥3동,66,3,3,,,5,,1,1,1,,,,,1,,,,,21
20233,11545690,시흥3동,66,3,3,,,5,,1,1,1,,,,,1,,,,,21
20231,11545700,시흥4동,72,1,1,,,6,,1,1,,,,,,,,,,,27
20231,11560620,양평2동,131,8,6,,,7,1,2,1,2,,,,,3,,,,1,35
20232,11560620,양평2동,131,8,6,,,7,1,2,1,2,,,,,3,,,,1,35
20232,11545700,시흥4동,72,1,1,,,6,,1,1,,,,,,,,,,,27
20233,11545700,시흥4동,72,1,1,,,6,,1,1,,,,,,,,,,,27
20231,11545710,시흥5동,106,3,,,,16,2,3,,,,,,,,,,,,37
20232,11545710,시흥5동,106,3,,,,16,2,3,,,,,,,,,,,,37
20233,11545710,시흥5동,106,3,,,,16,2,3,,,,,,,,,,,,37
20231,11560515,영등포본동,94,4,,,,10,2,2,1,2,,,,1,2,,,,1,23
20232,11560515,영등포본동,94,4,,,,10,2,2,1,2,,,,1,2,,,,1,23
20233,11560515,영등포본동,94,4,,,,10,2,2,1,2,,,,1,2,,,,1,23
20231,11560535,영등포동,325,10,17,2,2,37,,1,,,1,,,1,16,,,,1,41
20232,11560535,영등포동,325,10,17,2,2,37,,1,,,1,,,1,16,,,,1,41
20233,11560535,영등포동,325,10,17,2,2,37,,1,,,1,,,1,16,,,,1,41
20231,11560540,여의동,399,23,70,1,,44,,2,2,2,,,,1,,,,,5,61
20232,11560540,여의동,399,23,70,1,,44,,2,2,2,,,,1,,,,,5,61
20233,11560540,여의동,399,23,70,1,,44,,2,2,2,,,,1,,,,,5,61
20231,11560550,당산1동,131,6,5,,1,8,1,,,,,,,,12,,,,2,23
20232,11560550,당산1동,131,6,5,,1,8,1,,,,,,,,12,,,,2,23
20233,11560550,당산1동,131,6,5,,1,8,1,,,,,,,,12,,,,2,23
20231,11560560,당산2동,192,6,4,,,20,3,2,2,,,,,,,,,,2,46
20232,11560560,당산2동,192,6,4,,,20,3,2,2,,,,,,,,,,2,46
20233,11560560,당산2동,192,6,4,,,20,3,2,2,,,,,,,,,,2,46
20231,11560585,도림동,66,2,,,,6,2,,,,,,,,,,,,,28
20232,11560585,도림동,66,2,,,,6,2,,,,,,,,,,,,,28
20233,11560585,도림동,66,2,,,,6,2,,,,,,,,,,,,,28
20231,11560605,문래동,185,8,9,,,17,,3,2,,,,,,2,,,,1,56
20232,11560605,문래동,185,8,9,,,17,,3,2,,,,,,2,,,,1,56
20233,11560605,문래동,185,8,9,,,17,,3,2,,,,,,2,,,,1,56
20231,11560610,양평1동,87,5,3,,1,6,,1,,1,,,,,1,,,,1,22
20232,11560610,양평1동,87,5,3,,1,6,,1,,1,,,,,1,,,,1,22
20233,11560610,양평1동,87,5,3,,1,6,,1,,1,,,,,1,,,,1,22
20233,11560620,양평2동,131,8,6,,,7,1,2,1,2,,,,,3,,,,1,35
20231,11560630,신길1동,85,1,2,1,1,13,,1,,,,,,,4,,,,2,25
20232,11560630,신길1동,85,1,2,1,1,13,,1,,,,,,,4,,,,2,25
20233,11560630,신길1동,85,1,2,1,1,13,,1,,,,,,,4,,,,2,25
20231,11560650,신길3동,102,3,5,,1,12,3,1,,,,,,,2,,,,,32
20232,11560650,신길3동,102,3,5,,1,12,3,1,,,,,,,2,,,,,32
20233,11560650,신길3동,102,3,5,,1,12,3,1,,,,,,,2,,,,,32
20231,11560660,신길4동,43,1,1,,,2,2,1,,,,,,,,,,,,13
20232,11560660,신길4동,43,1,1,,,2,2,1,,,,,,,,,,,,13
20233,11560660,신길4동,43,1,1,,,2,2,1,,,,,,,,,,,,13
20231,11560670,신길5동,66,3,,,,,1,1,1,1,,,,,5,,,,,31
20232,11560670,신길5동,66,3,,,,,1,1,1,1,,,,,5,,,,,31
20233,11560670,신길5동,66,3,,,,,1,1,1,1,,,,,5,,,,,31
20233,11590520,노량진2동,72,5,4,,1,14,1,,,,,,,,1,,,,,14
20231,11590530,상도1동,201,5,4,,1,16,2,2,1,,23,,,,,,,,2,47
20231,11560680,신길6동,123,4,1,,1,14,1,1,,1,,,1,,2,,,,1,29
20232,11560680,신길6동,123,4,1,,1,14,1,1,,1,,,1,,2,,,,1,29
20233,11560680,신길6동,123,4,1,,1,14,1,1,,1,,,1,,2,,,,1,29
20231,11560690,신길7동,78,5,1,,,7,1,1,,,,,,,1,,,,1,32
20232,11560690,신길7동,78,5,1,,,7,1,1,,,,,,,1,,,,1,32
20233,11560690,신길7동,78,5,1,,,7,1,1,,,,,,,1,,,,1,32
20231,11560700,대림1동,81,2,4,2,,18,,1,1,,,,2,,3,,,,,16
20232,11560700,대림1동,81,2,4,2,,18,,1,1,,,,2,,3,,,,,16
20233,11560700,대림1동,81,2,4,2,,18,,1,1,,,,2,,3,,,,,16
20231,11560710,대림2동,86,4,2,1,,16,,2,,,1,,,,1,,,,,13
20232,11560710,대림2동,86,4,2,1,,16,,2,,,1,,,,1,,,,,13
20233,11560710,대림2동,86,4,2,1,,16,,2,,,1,,,,1,,,,,13
20231,11560720,대림3동,126,2,7,,1,11,3,2,1,,2,,1,,,,,,2,46
20232,11560720,대림3동,126,2,7,,1,11,3,2,1,,2,,1,,,,,,2,46
20233,11560720,대림3동,126,2,7,,1,11,3,2,1,,2,,1,,,,,,2,46
20231,11590510,노량진1동,180,5,4,,,14,2,3,1,,1,,,,2,,,,3,57
20232,11590510,노량진1동,180,5,4,,,14,2,3,1,,1,,,,2,,,,3,57
20233,11590510,노량진1동,180,5,4,,,14,2,3,1,,1,,,,2,,,,3,57
20231,11590520,노량진2동,72,5,4,,1,14,1,,,,,,,,1,,,,,14
20232,11590520,노량진2동,72,5,4,,1,14,1,,,,,,,,1,,,,,14
20232,11590530,상도1동,201,5,4,,1,16,2,2,1,,23,,,,,,,,2,47
20233,11590530,상도1동,201,5,4,,1,16,2,2,1,,23,,,,,,,,2,47
20231,11590540,상도2동,154,6,3,,,16,1,1,1,,,,1,,1,,,,1,41
20232,11590540,상도2동,154,6,3,,,16,1,1,1,,,,1,,1,,,,1,41
20233,11590540,상도2동,154,6,3,,,16,1,1,1,,,,1,,1,,,,1,41
20231,11590550,상도3동,113,2,2,,,11,,,1,,,,1,,,,,,,36
20232,11590550,상도3동,113,2,2,,,11,,,1,,,,1,,,,,,,36
20233,11590550,상도3동,113,2,2,,,11,,,1,,,,1,,,,,,,36
20231,11590560,상도4동,112,3,1,,1,11,4,1,1,,,,,1,,,,,,36
20232,11590560,상도4동,112,3,1,,1,11,4,1,1,,,,,1,,,,,,36
20233,11590560,상도4동,112,3,1,,1,11,4,1,1,,,,,1,,,,,,36
20231,11590605,흑석동,195,6,6,1,,24,5,3,2,,16,,,,1,,,,1,50
20232,11590605,흑석동,195,6,6,1,,24,5,3,2,,16,,,,1,,,,1,50
20233,11590605,흑석동,195,6,6,1,,24,5,3,2,,16,,,,1,,,,1,50
20231,11590620,사당1동,126,4,6,,2,12,1,1,,,1,,,1,1,,,,2,13
20232,11590620,사당1동,126,4,6,,2,12,1,1,,,1,,,1,1,,,,2,13
20233,11590620,사당1동,126,4,6,,2,12,1,1,,,1,,,1,1,,,,2,13
20231,11590630,사당2동,179,3,2,,,14,,1,1,2,,,,,2,,,,4,36
20232,11590630,사당2동,179,3,2,,,14,,1,1,2,,,,,2,,,,4,36
20233,11590630,사당2동,179,3,2,,,14,,1,1,2,,,,,2,,,,4,36
20231,11590640,사당3동,88,3,1,,,5,,2,1,,3,,1,,,,,,1,30
20232,11590640,사당3동,88,3,1,,,5,,2,1,,3,,1,,,,,,1,30
20233,11590640,사당3동,88,3,1,,,5,,2,1,,3,,1,,,,,,1,30
20231,11590650,사당4동,62,2,1,,,6,,,1,,,,1,,,,,,,4
20232,11590650,사당4동,62,2,1,,,6,,,1,,,,1,,,,,,,4
20233,11590650,사당4동,62,2,1,,,6,,,1,,,,1,,,,,,,4
20231,11590651,사당5동,61,4,,,,3,1,2,1,1,,,,,,,,,,28
20232,11590651,사당5동,61,4,,,,3,1,2,1,1,,,,,,,,,,28
20233,11590651,사당5동,61,4,,,,3,1,2,1,1,,,,,,,,,,28
20231,11590660,대방동,199,5,5,,,16,3,3,4,4,,,,,,,,,2,61
20232,11590660,대방동,199,5,5,,,16,3,3,4,4,,,,,,,,,2,61
20233,11590660,대방동,199,5,5,,,16,3,3,4,4,,,,,,,,,2,61
20231,11590670,신대방1동,83,3,1,,,10,3,1,1,,1,,,,,,,,1,15
20232,11590670,신대방1동,83,3,1,,,10,3,1,1,,1,,,,,,,,1,15
20233,11590670,신대방1동,83,3,1,,,10,3,1,1,,1,,,,,,,,1,15
20231,11590680,신대방2동,109,7,7,1,,16,,1,1,1,,,,,,,,,,29
20232,11590680,신대방2동,109,7,7,1,,16,,1,1,1,,,,,,,,,,29
20233,11590680,신대방2동,109,7,7,1,,16,,1,1,1,,,,,,,,,,29
20231,11620525,보라매동,83,1,1,,,5,,1,1,1,,,,,,,,,,25
20232,11620525,보라매동,83,1,1,,,5,,1,1,1,,,,,,,,,,25
20233,11620525,보라매동,83,1,1,,,5,,1,1,1,,,,,,,,,,25
20231,11620545,청림동,50,2,,,,4,2,,,,,,,,2,,,,,7
20232,11620545,청림동,50,2,,,,4,2,,,,,,,,2,,,,,7
20233,11620545,청림동,50,2,,,,4,2,,,,,,,,2,,,,,7
20231,11620565,성현동,104,4,,,,6,3,2,1,1,,,,,,,,,,38
20232,11620565,성현동,104,4,,,,6,3,2,1,1,,,,,,,,,,38
20233,11620565,성현동,104,4,,,,6,3,2,1,1,,,,,,,,,,38
20231,11620575,행운동,111,3,3,1,2,12,1,2,2,1,,,,,,,,,,15
20232,11620575,행운동,111,3,3,1,2,12,1,2,2,1,,,,,,,,,,15
20233,11620575,행운동,111,3,3,1,2,12,1,2,2,1,,,,,,,,,,15
20231,11620585,낙성대동,148,2,3,,,10,,1,,,37,,,,2,,,,,37
20232,11620585,낙성대동,148,2,3,,,10,,1,,,37,,,,2,,,,,37
20233,11620585,낙성대동,148,2,3,,,10,,1,,,37,,,,2,,,,,37
20231,11620595,청룡동,147,5,6,,1,23,,2,2,3,,,1,1,1,,,,1,15
20232,11620595,청룡동,147,5,6,,1,23,,2,2,3,,,1,1,1,,,,1,15
20233,11620595,청룡동,147,5,6,,1,23,,2,2,3,,,1,1,1,,,,1,15
20231,11620605,은천동,123,6,,,,9,3,1,,1,,,,,,,,,,43
20232,11620605,은천동,123,6,,,,9,3,1,,1,,,,,,,,,,43
20233,11620605,은천동,123,6,,,,9,3,1,,1,,,,,,,,,,43
20231,11620615,중앙동,83,1,3,,1,14,,1,,,,,,,,,,,1,12
20232,11620615,중앙동,83,1,3,,1,14,,1,,,,,,,,,,,1,12
20233,11620615,중앙동,83,1,3,,1,14,,1,,,,,,,,,,,1,12
20231,11620625,인헌동,105,2,5,,,14,1,,1,1,,,2,,,,,,1,23
20232,11620625,인헌동,105,2,5,,,14,1,,1,1,,,2,,,,,,1,23
20233,11620625,인헌동,105,2,5,,,14,1,,1,1,,,2,,,,,,1,23
20231,11620630,남현동,70,3,1,,,6,1,1,,,1,,,,,,,,,6
20232,11620630,남현동,70,3,1,,,6,1,1,,,1,,,,,,,,,6
20233,11620630,남현동,70,3,1,,,6,1,1,,,1,,,,,,,,,6
20231,11620645,서원동,94,3,1,1,1,9,,,1,,,,,1,,,,,,27
20232,11620645,서원동,94,3,1,1,1,9,,,1,,,,,1,,,,,,27
20233,11620645,서원동,94,3,1,1,1,9,,,1,,,,,1,,,,,,27
20231,11620655,신원동,54,6,1,,,7,,1,,,1,,,,,,,,,10
20232,11620655,신원동,54,6,1,,,7,,1,,,1,,,,,,,,,10
20233,11620655,신원동,54,6,1,,,7,,1,,,1,,,,,,,,,10
20231,11620665,서림동,74,2,,,,5,1,1,1,,,,,,,,,,,34
20232,11620665,서림동,74,2,,,,5,1,1,1,,,,,,,,,,,34
20233,11620665,서림동,74,2,,,,5,1,1,1,,,,,,,,,,,34
20231,11620685,신사동,79,3,2,,1,10,1,1,,,1,,1,,,,,,,21
20232,11620685,신사동,79,3,2,,1,10,1,1,,,1,,1,,,,,,,21
20233,11620685,신사동,79,3,2,,1,10,1,1,,,1,,1,,,,,,,21
20231,11620695,신림동,168,2,3,,,17,,,,,,,,,4,,,,1,16
20232,11620695,신림동,168,2,3,,,17,,,,,,,,,4,,,,1,16
20233,11620695,신림동,168,2,3,,,17,,,,,,,,,4,,,,1,16
20231,11620715,난향동,68,1,,,,5,,1,,,,,,,,,,,,34
20232,11620715,난향동,68,1,,,,5,,1,,,,,,,,,,,,34
20233,11620715,난향동,68,1,,,,5,,1,,,,,,,,,,,,34
20231,11620725,조원동,96,3,1,,1,12,,1,,,,,1,,,,,,,30
20232,11620725,조원동,96,3,1,,1,12,,1,,,,,1,,,,,,,30
20233,11620725,조원동,96,3,1,,1,12,,1,,,,,1,,,,,,,30
20231,11620735,대학동,283,5,6,,,11,,1,1,2,140,,,,,,,,,73
20232,11620735,대학동,283,5,6,,,11,,1,1,2,140,,,,,,,,,73
20233,11620735,대학동,283,5,6,,,11,,1,1,2,140,,,,,,,,,73
20231,11620745,삼성동,94,3,,,,7,,2,,1,,,,,3,,,,,44
20232,11620745,삼성동,94,3,,,,7,,2,,1,,,,,3,,,,,44
20233,11620745,삼성동,94,3,,,,7,,2,,1,,,,,3,,,,,44
20231,11620765,미성동,126,3,3,,1,11,1,2,2,2,,,,,1,,,,,44
20232,11620765,미성동,126,3,3,,1,11,1,2,2,2,,,,,1,,,,,44
20233,11620765,미성동,126,3,3,,1,11,1,2,2,2,,,,,1,,,,,44
20231,11620775,난곡동,95,2,1,,,11,2,1,2,1,,,1,,,,,,,28
20232,11620775,난곡동,95,2,1,,,11,2,1,2,1,,,1,,,,,,,28
20233,11620775,난곡동,95,2,1,,,11,2,1,2,1,,,1,,,,,,,28
20231,11650510,서초1동,194,4,10,,1,14,,2,,,13,,,,,,,,2,38
20232,11650510,서초1동,194,4,10,,1,14,,2,,,13,,,,,,,,2,38
20233,11650510,서초1동,194,4,10,,1,14,,2,,,13,,,,,,,,2,38
20231,11500605,가양3동,52,3,,,,4,3,2,1,1,,,,,,,,,1,13
20232,11500605,가양3동,52,3,,,,4,3,2,1,1,,,,,,,,,1,13
20233,11500605,가양3동,52,3,,,,4,3,2,1,1,,,,,,,,,1,13
20231,11500611,발산1동,246,3,9,1,2,33,2,3,4,8,,,1,,,,,,,63
20232,11500611,발산1동,246,3,9,1,2,33,2,3,4,8,,,1,,,,,,,63
20233,11500611,발산1동,246,3,9,1,2,33,2,3,4,8,,,1,,,,,,,63
20231,11500615,우장산동,158,4,4,,3,12,3,2,,,5,,,,,,,,1,33
20232,11500615,우장산동,158,4,4,,3,12,3,2,,,5,,,,,,,,1,33
20233,11500615,우장산동,158,4,4,,3,12,3,2,,,5,,,,,,,,1,33
20231,11500620,공항동,176,6,7,1,,11,1,2,2,,4,,,,,21,,,2,39
20232,11500620,공항동,176,6,7,1,,11,1,2,2,,4,,,,,21,,,2,39
20233,11500620,공항동,176,6,7,1,,11,1,2,2,,4,,,,,21,,,2,39
20231,11500630,방화1동,200,2,3,,2,21,4,3,1,3,,,,,1,,,,1,46
20232,11500630,방화1동,200,2,3,,2,21,4,3,1,3,,,,,1,,,,1,46
20233,11500630,방화1동,200,2,3,,2,21,4,3,1,3,,,,,1,,,,1,46
20231,11500640,방화2동,124,4,,,,7,3,1,1,,,,2,1,,4,,,5,37
20232,11500640,방화2동,124,4,,,,7,3,1,1,,,,2,1,,4,,,5,37
20233,11500640,방화2동,124,4,,,,7,3,1,1,,,,2,1,,4,,,5,37
20231,11500641,방화3동,83,5,1,,,5,2,3,2,1,1,,,,,,,,1,22
20232,11500641,방화3동,83,5,1,,,5,2,3,2,1,1,,,,,,,,1,22
20233,11500641,방화3동,83,5,1,,,5,2,3,2,1,1,,,,,,,,1,22
20231,11530510,신도림동,168,5,4,,,12,2,1,1,1,1,,2,1,1,,,,3,43
20232,11530510,신도림동,168,5,4,,,12,2,1,1,1,1,,2,1,1,,,,3,43
20233,11530510,신도림동,168,5,4,,,12,2,1,1,1,1,,2,1,1,,,,3,43
20231,11530520,구로1동,88,4,1,,,5,3,1,1,1,,,4,,,,,,,25
20232,11530520,구로1동,88,4,1,,,5,3,1,1,1,,,4,,,,,,,25
20233,11530520,구로1동,88,4,1,,,5,3,1,1,1,,,4,,,,,,,25
20231,11530530,구로2동,197,6,12,1,1,21,1,1,,1,,,7,,16,,,,1,48
20232,11530530,구로2동,197,6,12,1,1,21,1,1,,1,,,7,,16,,,,1,48
20233,11530530,구로2동,197,6,12,1,1,21,1,1,,1,,,7,,16,,,,1,48
20231,11530540,구로3동,187,7,18,,,15,1,2,1,,,,,,5,,,,2,47
20232,11530540,구로3동,187,7,18,,,15,1,2,1,,,,,,5,,,,2,47
20233,11530540,구로3동,187,7,18,,,15,1,2,1,,,,,,5,,,,2,47
20231,11530550,구로4동,139,5,3,,,15,2,1,1,,,,1,,19,,,,,13
20232,11530550,구로4동,139,5,3,,,15,2,1,1,,,,1,,19,,,,,13
20233,11530550,구로4동,139,5,3,,,15,2,1,1,,,,1,,19,,,,,13
20231,11530560,구로5동,167,5,4,,2,18,,3,1,1,2,1,,3,,,,,1,49
20232,11530560,구로5동,167,5,4,,2,18,,3,1,1,2,1,,3,,,,,1,49
20233,11530560,구로5동,167,5,4,,2,18,,3,1,1,2,1,,3,,,,,1,49
20232,11530595,가리봉동,74,,,,,6,,1,,1,,,,,23,,,,,8
20233,11530595,가리봉동,74,,,,,6,,1,,1,,,,,23,,,,,8
20231,11530720,고척1동,135,5,4,1,1,9,,3,1,1,12,,8,,4,,,,,31
20232,11530720,고척1동,135,5,4,1,1,9,,3,1,1,12,,8,,4,,,,,31
20233,11530720,고척1동,135,5,4,1,1,9,,3,1,1,12,,8,,4,,,,,31
20231,11530730,고척2동,128,5,2,,1,11,,2,1,1,,,,,,,,,,40
20232,11530730,고척2동,128,5,2,,1,11,,2,1,1,,,,,,,,,,40
20233,11530730,고척2동,128,5,2,,1,11,,2,1,1,,,,,,,,,,40
20231,11530740,개봉1동,163,5,3,,1,11,2,1,2,,4,,1,,,,,,1,57
20232,11530740,개봉1동,163,5,3,,1,11,2,1,2,,4,,1,,,,,,1,57
20233,11530740,개봉1동,163,5,3,,1,11,2,1,2,,4,,1,,,,,,1,57
20231,11530750,개봉2동,116,3,3,,,10,2,,,,,,1,1,,,,,,26
20232,11530750,개봉2동,116,3,3,,,10,2,,,,,,1,1,,,,,,26
20233,11530750,개봉2동,116,3,3,,,10,2,,,,,,1,1,,,,,,26
20231,11530760,개봉3동,81,3,2,,,9,1,3,1,,,,1,1,,,,,,23
20232,11530760,개봉3동,81,3,2,,,9,1,3,1,,,,1,1,,,,,,23
20233,11530760,개봉3동,81,3,2,,,9,1,3,1,,,,1,1,,,,,,23
20231,11500530,등촌2동,58,3,,,1,6,2,2,2,2,,,,,,,,,,8
20232,11500530,등촌2동,58,3,,,1,6,2,2,2,2,,,,,,,,,,8
20233,11500530,등촌2동,58,3,,,1,6,2,2,2,2,,,,,,,,,,8
20231,11500535,등촌3동,184,6,3,1,2,18,2,5,2,4,,,,1,,,,,,55
20232,11500535,등촌3동,184,6,3,1,2,18,2,5,2,4,,,,1,,,,,,55
20233,11500535,등촌3동,184,6,3,1,2,18,2,5,2,4,,,,1,,,,,,55
20231,11500540,화곡1동,226,3,2,,2,26,,2,1,,,,,1,,,,,2,27
20232,11500540,화곡1동,226,3,2,,2,26,,2,1,,,,,1,,,,,2,27
20233,11500540,화곡1동,226,3,2,,2,26,,2,1,,,,,1,,,,,2,27
20231,11650540,잠원동,135,3,8,,,13,1,1,1,,,,,,,,,,2,23
